FID,id,fromnode,tonode,leftpolygo,rightpolyg,shape_leng,shape_le_1,the_geom
hti_boundaries_sections_communales_adm3_cnigs_line.322,600,207,62,126,98,0.15991662,0.15991662,"MULTILINESTRING ((-73.04613554499991 18.30116304200004, -73.04616899599995 18.300711681000053, -73.04554682699995 18.30053361100005, -73.04476977099995 18.30066123000006, -73.0438993699999 18.30069747400006, -73.04389929199994 18.30069747600004, -73.04267060899991 18.300621661000037, -73.04221971999993 18.300345981000078, -73.04292927299991 18.299485978000064, -73.04344182499995 18.299319617000037, -73.04405817899993 18.299181325000063, -73.0447351759999 18.29869139200008, -73.04507139999993 18.298225066000043, -73.04634060599994 18.29721722800008, -73.04679979699995 18.296752156000082, -73.04671026999995 18.29629944600009, -73.04606134999995 18.295976678000045, -73.04593698399992 18.29595767300009, -73.04517379299995 18.295841056000086, -73.04438587099992 18.295263868000063, -73.04376567399993 18.29490516900006, -73.04380947499993 18.294372623000072, -73.04431450099992 18.29403447900006, -73.0456055809999 18.293605021000076, -73.04608424299994 18.293085956000084, -73.04675723999992 18.29210814000004, -73.04703918299992 18.291424389000042, -73.04744847099994 18.291193733000057, -73.04791697799993 18.290737694000086, -73.04851616799994 18.29043671900007, -73.04915347999992 18.290108942000074, -73.05075373999995 18.28908638200005, -73.05131031099995 18.288369294000063, -73.05175495799995 18.287506547000078, -73.05235655399991 18.286988717000042, -73.05167054299994 18.286602276000053, -73.0509280949999 18.28617912900006, -73.05052627399994 18.285750422000092, -73.0500335289999 18.28498650100005, -73.0501144939999 18.28451755800006, -73.05018576899994 18.284057548000078, -73.0501534039999 18.283569383000042, -73.04962181499991 18.28290442100007, -73.04912339899994 18.282655462000037, -73.04819977099993 18.281525757000054, -73.0482454719999 18.28082152500008, -73.04838625899993 18.280073193000078, -73.04780563899993 18.27956127500005, -73.04767738699991 18.27949301400008, -73.04704415799995 18.27915598600009, -73.04627253799993 18.27881390600004, -73.0451526789999 18.27832356600004, -73.04413765099991 18.27776212400005, -73.04234758099994 18.27716564600007, -73.04227175999995 18.27633372100007, -73.04267462199994 18.275831949000064, -73.04273708199992 18.275317658000063, -73.04228787499994 18.274897485000054, -73.04179405499991 18.27424192400008, -73.04151850999995 18.27351634000007, -73.04115759599995 18.27281706800005, -73.04076711099992 18.27221675700008, -73.04080127199995 18.271702178000055, -73.0417674759999 18.27155852700008, -73.04238192899993 18.27157384900005, -73.04273593099992 18.27120706000005, -73.04298784499991 18.270667612000068, -73.0416326589999 18.270084525000073, -73.0399023789999 18.270066798000073, -73.03891711199992 18.270228400000065, -73.0379812239999 18.27020073500006, -73.03768622199993 18.269529142000067, -73.03829001999992 18.268812575000084, -73.0387374039999 18.268546196000045, -73.0391387329999 18.268179898000085, -73.03925014799995 18.267521505000047, -73.03981350499993 18.266190234000078, -73.03958542599992 18.265447160000065, -73.03930756699992 18.26492929300008, -73.0393235709999 18.26435130200008, -73.03904550899995 18.263851586000044, -73.03863608099994 18.26326011200007, -73.03866034899994 18.26270712200005, -73.03866144199992 18.262682217000076, -73.04012613799995 18.26192930400009, -73.04099468899994 18.261206496000057, -73.0415993549999 18.260408633000054, -73.04165488399991 18.259677407000083, -73.0409305039999 18.259344739000085, -73.0381095219999 18.25962302000005, -73.03674451799992 18.259934257000054, -73.03674446299993 18.259934270000088, -73.03590858599995 18.25942882700008, -73.03560409399995 18.258757134000064, -73.0358948359999 18.258127680000086, -73.03755018499993 18.257232226000042, -73.03781344999993 18.256521286000066, -73.03676613899995 18.25548059600004, -73.03602230999991 18.25520199600004, -73.03300163299991 18.254746365000074, -73.0326756469999 18.254309377000084, -73.03281758599991 18.253461625000057, -73.03323800399994 18.25222825700007, -73.03299476199993 18.251159681000047, -73.03107773099993 18.25179047200004, -73.03044471399994 18.25174783500006, -73.03044463499992 18.251747830000056, -73.02992203399992 18.251137111000048, -73.0303077499999 18.250472605000084, -73.03028215899991 18.24938820300008, -73.02940654499992 18.24822279400007, -73.02886623299992 18.24750359500007, -73.02905016699992 18.24628586600005, -73.03006754599994 18.245781409000074, -73.03055119399994 18.244810632000053, -73.0310384739999 18.24352376300004, -73.03134046199995 18.242731939000066, -73.03138793399995 18.24187418400004, -73.03069368199994 18.240557008000053, -73.03000327399991 18.239736915000037, -73.0292902409999 18.239250689000073, -73.02831987399992 18.238942638000083, -73.02780863999993 18.239000600000054, -73.02725784099994 18.239220732000092, -73.02672791799995 18.239269550000074, -73.0267278419999 18.239269557000057, -73.02492965899995 18.23943165600008, -73.02492958199991 18.23943166300006, -73.02397459499991 18.239439876000063, -73.02309634799991 18.239349523000044, -73.02254124299992 18.23910886400006, -73.02130889799992 18.238563145000057, -73.0207175239999 18.238186624000036, -73.01998895899993 18.237402143000054, -73.01978721899991 18.23684900300009, -73.01933642299991 18.236582318000046, -73.0187431459999 18.23637748300007, -73.01874311599994 18.23637747300006, -73.01793773999992 18.236531720000073, -73.01734823499993 18.236823771000047, -73.01668851799991 18.236645330000044, -73.01650688399991 18.235983918000045, -73.01698296699993 18.235690695000073, -73.01764697899995 18.235489828000084, -73.01855888299991 18.23466379100006, -73.01856401499992 18.234659142000055, -73.01948308699991 18.233647827000084, -73.02057960199994 18.23282801600004, -73.0199809639999 18.23226165300008, -73.01957874599992 18.23187805300006, -73.01889946299991 18.23176265400008, -73.01889938599993 18.23176264300008, -73.01823365599995 18.23127696000006, -73.01827164899993 18.230428146000065, -73.0187508059999 18.22985495000006, -73.0199218859999 18.22912623500008, -73.0205815249999 18.22848255100007, -73.02132650599992 18.227812739000058, -73.02186320999994 18.22716778000006, -73.02204760199993 18.226745079000068, -73.02258348299995 18.226172458000065, -73.02278681299993 18.22574995100007, -73.02282151399993 18.225190221000048, -73.02249501499995 18.22479837600008, -73.02081672999992 18.22440160800005, -73.02007820099993 18.22450236500009, -73.01901359099992 18.225015322000047, -73.0178488979999 18.226015156000074, -73.01708525499993 18.226666696000052, -73.01642745599992 18.227147717000037, -73.0157343059999 18.22741159700007, -73.01477532399991 18.22778109300009, -73.01477528899994 18.227781106000066, -73.01426672799994 18.227613257000087, -73.0139589819999 18.227239658000087, -73.01397477099994 18.226679646000036, -73.01404802199994 18.226057094000055, -73.0141004859999 18.225596906000078, -73.01471424999994 18.224826317000066, -73.0152835209999 18.22465156900006, -73.01584238399994 18.224548880000043, -73.01673527999992 18.224178769000048, -73.01678332099993 18.223275776000037, -73.01649442399992 18.22207132300008, -73.01584911099991 18.221459306000042, -73.0151019029999 18.22148769900008, -73.01288590999991 18.22183513600004, -73.01288583399992 18.221835147000036, -73.01124957299993 18.222739638000064))"
hti_boundaries_sections_communales_adm3_cnigs_line.323,601,242,295,119,98,0.0437278,0.0437278,"MULTILINESTRING ((-73.1242190179999 18.319915636000076, -73.1210110749999 18.320904931000086, -73.11958457199995 18.323357306000048, -73.11830957599994 18.324916759000075, -73.11348317499994 18.325103932000047, -73.11169689299993 18.325827105000087, -73.1091148559999 18.329270732000055, -73.10812426299992 18.33337159900009, -73.10815295299994 18.334212087000083, -73.10824158199995 18.33736594000004, -73.10696496799994 18.34079536900009, -73.10550729399995 18.34434040700006, -73.10246608999995 18.344734766000045, -73.09678704499993 18.344976296000084))"
hti_boundaries_sections_communales_adm3_cnigs_line.324,602,295,280,150,98,0.01521018,0.01521018,"MULTILINESTRING ((-73.09678704499993 18.344976296000084, -73.09574594599991 18.345020090000048, -73.09574598499995 18.345019997000065, -73.09594025399991 18.344552254000064, -73.09594022599993 18.344552235000037, -73.09583711699992 18.344481253000083, -73.09520785599994 18.34404806100008, -73.09469251899992 18.34359119800007, -73.09432281699992 18.342801499000075, -73.09351122099991 18.342612734000056, -73.09226022099995 18.34195873300007, -73.09147623099994 18.341842495000037, -73.09063563399991 18.341716654000038, -73.08988597599995 18.341067661000068, -73.08931427399995 18.340574090000075, -73.0886172619999 18.340296039000066, -73.08772583099994 18.339636675000065, -73.08676860299994 18.338931393000053, -73.08676859999991 18.33893130200005, -73.08673962099994 18.33812703800004, -73.08610675499995 18.338039393000088, -73.08611331799995 18.337443230000076, -73.08632629599992 18.337002690000077))"
hti_boundaries_sections_communales_adm3_cnigs_line.325,603,296,256,133,99,0.03961145,0.03961145,"MULTILINESTRING ((-72.64076478999993 18.34544933500007, -72.63505204599994 18.344746301000043, -72.6266943679999 18.34448877600005, -72.6258622389999 18.34447840900009, -72.6222969339999 18.344442981000043, -72.6173236219999 18.338799038000047, -72.61506940499993 18.334209712000074, -72.61447120699995 18.333000946000084, -72.61157182699992 18.326506737000045))"
hti_boundaries_sections_communales_adm3_cnigs_line.326,604,256,247,133,99,0.00491531,0.00491531,"MULTILINESTRING ((-72.61157182699992 18.326506737000045, -72.60826457499991 18.322870481000052))"
hti_boundaries_sections_communales_adm3_cnigs_line.327,605,247,212,109,99,0.04800517,0.04800517,"MULTILINESTRING ((-72.60826457499991 18.322870481000052, -72.60772388899994 18.31954901100005, -72.60574222399993 18.315116457000045, -72.60032821899995 18.312727255000084, -72.59526909899995 18.311353934000067, -72.58984301299995 18.309858371000075, -72.58636585499994 18.30829711100006, -72.58416060899992 18.30571317400006, -72.57795044199992 18.30554417400009, -72.57194295399995 18.305079472000045, -72.56927122099995 18.30274229300005))"
hti_boundaries_sections_communales_adm3_cnigs_line.328,606,254,296,151,99,0.02467852,0.02467852,"MULTILINESTRING ((-72.6485935799999 18.326072658000044, -72.64363974399993 18.32803466100006, -72.64194934599993 18.33064221400008, -72.64229810499995 18.334214219000046, -72.64253757099993 18.336782327000037, -72.64242061999994 18.344006652000076, -72.64195463399994 18.345590578000042, -72.64076478999993 18.34544933500007))"
hti_boundaries_sections_communales_adm3_cnigs_line.329,607,70,78,113,100,0.00279631,0.00279631,"MULTILINESTRING ((-72.1439769449999 18.230433434000076, -72.14463179199993 18.23315198800009))"
hti_boundaries_sections_communales_adm3_cnigs_line.331,609,298,282,181,100,0.01882478,0.01882478,"MULTILINESTRING ((-72.1485296489999 18.346086356000058, -72.14718426899992 18.34567803100009, -72.14570874799995 18.344554310000092, -72.14356848099993 18.34303234500004, -72.13962124799991 18.341004787000088, -72.13730342499991 18.33936274100006, -72.13581411699994 18.339087592000055, -72.13340603099994 18.337760105000086, -72.13208007599991 18.33732489500005))"
hti_boundaries_sections_communales_adm3_cnigs_line.332,610,101,289,120,101,0.15269306,0.15269306,"MULTILINESTRING ((-73.6884018479999 18.24986916900008, -73.68591710599992 18.250773844000037, -73.68213845999992 18.248931550000066, -73.67968960899992 18.24885143700004, -73.68096241899991 18.253134487000068, -73.6773226329999 18.255440753000073, -73.67711203399995 18.25202349400007, -73.67283068499995 18.252870397000038, -73.66992325699994 18.255868401000043, -73.67010915599991 18.25753241700005, -73.66599767999992 18.259654482000087, -73.66496629399995 18.262186544000087, -73.66304129699995 18.262832807000052, -73.66310591799993 18.26551706300006, -73.66214904499992 18.26695617300004, -73.66260273599994 18.26946245700009, -73.66017409799991 18.270403393000038, -73.65997893799994 18.273646057000065, -73.65685113799992 18.274473541000077, -73.65596467499995 18.276590878000036, -73.65422781199993 18.283482475000085, -73.65689324399995 18.284983244000045, -73.6567738569999 18.28819932400006, -73.65719898099991 18.290732517000038, -73.65650677299993 18.293402408000077, -73.65636126599992 18.296320163000075, -73.65532614299991 18.29928586200009, -73.64875996099994 18.295733424000048, -73.64442099699994 18.30018468600008, -73.63850282699991 18.305736178000075, -73.63299095199994 18.31009746600006, -73.63068267299991 18.31488822500006, -73.62281502399992 18.31797621900006, -73.62071563799992 18.32382563200008, -73.62388071999993 18.330381697000064, -73.62602670299992 18.33421049000009, -73.62688490199992 18.335761912000066, -73.62936635499995 18.341463567000062))"
hti_boundaries_sections_communales_adm3_cnigs_line.338,616,253,310,146,103,0.06938475,0.06938475,"MULTILINESTRING ((-74.29035986799994 18.32586473000009, -74.28825880999995 18.328224857000066, -74.28241991899995 18.33281229100004, -74.27935735499995 18.334219653000048, -74.27549823399994 18.335994500000083, -74.26710384899991 18.336007605000077, -74.2630856479999 18.337329701000044, -74.25979609199993 18.34087790400008, -74.2552126139999 18.343770233000043, -74.24968799299995 18.34540239900008, -74.24677510799995 18.34709904600004, -74.23954121699995 18.349980489000075, -74.23355145699992 18.349712529000044, -74.22821049399994 18.35039585700008))"
hti_boundaries_sections_communales_adm3_cnigs_line.339,617,310,226,155,103,0.0560066,0.0560066,"MULTILINESTRING ((-74.22821049399994 18.35039585700008, -74.22538230099991 18.345775133000075, -74.22271517299993 18.34113704400005, -74.22174107699993 18.336758750000058, -74.2274659759999 18.33477571600008, -74.2284431349999 18.334219270000062, -74.23386051699993 18.331114081000067, -74.23728053899993 18.32594916700009, -74.24160138199994 18.322486867000066, -74.24563132499992 18.318408693000038, -74.24806260499992 18.31636678400008, -74.24969002599994 18.31420403800007, -74.25206932499992 18.311014042000068))"
hti_boundaries_sections_communales_adm3_cnigs_line.340,618,300,232,105,104,0.04543187,0.04543187,"MULTILINESTRING ((-73.79146342699994 18.34679835500009, -73.79252814499995 18.346100295000042, -73.7923590339999 18.34456293900007, -73.79107036799991 18.343443213000057, -73.79107696599993 18.34249441600008, -73.79227086299994 18.340911489000064, -73.79369973599995 18.339546965000068, -73.79109829299995 18.33671107300006, -73.78862128799994 18.335032581000064, -73.78858917299993 18.33421002600005, -73.78849811499992 18.33233878200008, -73.79001687699991 18.32756799200007, -73.78510058599994 18.324274535000086, -73.78409202899991 18.321014843000057, -73.77887541599995 18.31876754700005, -73.7769248109999 18.316288005000047, -73.77401189599993 18.314760231000037))"
hti_boundaries_sections_communales_adm3_cnigs_line.341,619,267,312,163,104,0.04905118,0.04905118,"MULTILINESTRING ((-73.82769322899992 18.33212285400009, -73.82543002099993 18.333771721000062, -73.82459426899993 18.334218410000062, -73.82211565199992 18.335531523000043, -73.81982276899993 18.334559463000062, -73.81641433199991 18.334836583000083, -73.81417025699994 18.33644025300009, -73.81279888299991 18.33494059800006, -73.81008427799992 18.336152697000045, -73.80343449499992 18.335794775000068, -73.80926792799994 18.344822908000083, -73.80962851999993 18.346054176000052, -73.80772993099993 18.34691887400004, -73.80387504799995 18.347409799000047, -73.80294164199995 18.349645129000066, -73.80431601999993 18.350711018000084))"
hti_boundaries_sections_communales_adm3_cnigs_line.342,620,312,300,176,104,0.01359615,0.01359615,"MULTILINESTRING ((-73.80431601999993 18.350711018000084, -73.80044680899994 18.350506004000067, -73.79731305599995 18.34933855400004, -73.79146342699994 18.34679835500009))"
hti_boundaries_sections_communales_adm3_cnigs_line.343,621,308,231,120,105,0.043589,0.043589,"MULTILINESTRING ((-73.69249524499992 18.349723619000088, -73.69451889999993 18.348653074000083, -73.69767192599994 18.34336122900004, -73.69983463299991 18.33760162300007, -73.69897051399994 18.334216068000046, -73.69841884399995 18.332070653000073, -73.69582391199992 18.32985706900007, -73.69565238299992 18.327488291000066, -73.6952742009999 18.32492846300005, -73.69359041999991 18.32361560000004, -73.69286629099992 18.321767222000062, -73.69024126599993 18.321062503000064, -73.68846503799995 18.319468891000042, -73.68860446399992 18.317283029000066, -73.68914137099995 18.31383478400005))"
hti_boundaries_sections_communales_adm3_cnigs_line.344,622,300,304,176,105,0.03862136,0.03862136,"MULTILINESTRING ((-73.79146342699994 18.34679835500009, -73.7893221779999 18.347164319000058, -73.78504076099995 18.349089049000042, -73.78294034599992 18.347674888000086, -73.7803451769999 18.349348169000052, -73.7774565549999 18.351019530000087, -73.77538823499992 18.35042793100007, -73.77343869999993 18.35043346300006, -73.77055104499993 18.350622654000063, -73.7674701709999 18.34736767000004, -73.76465265399992 18.34700601700007, -73.76138548499995 18.34867467400005, -73.7566208049999 18.34800209000008))"
hti_boundaries_sections_communales_adm3_cnigs_line.345,623,304,308,171,105,0.07783164,0.07783164,"MULTILINESTRING ((-73.7566208049999 18.34800209000008, -73.75315656399994 18.34809690900005, -73.74937376199995 18.350385464000055, -73.74682913099991 18.348931956000058, -73.74413384299993 18.35000759400009, -73.74067053999994 18.348665401000062, -73.73766149699992 18.348627424000085, -73.73368550599992 18.351420500000074, -73.73156974499994 18.350873291000084, -73.7289234349999 18.347819377000064, -73.72653874799994 18.34910472000007, -73.7254878839999 18.347877745000062, -73.72702122499993 18.34524932900007, -73.72257463199992 18.34512010900005, -73.71781201599993 18.346768935000057, -73.71393482999991 18.347691628000064, -73.70815476599995 18.351258158000064, -73.7057062319999 18.34966012600006, -73.70212448899991 18.347756210000057, -73.70062875999992 18.34910147700009, -73.69993320799995 18.350994357000047, -73.69627061799991 18.351041701000042, -73.69249524499992 18.349723619000088))"
hti_boundaries_sections_communales_adm3_cnigs_line.346,624,305,274,125,106,0.07527701,0.07527701,"MULTILINESTRING ((-73.34196748099993 18.348496028000056, -73.3375925819999 18.345900919000087, -73.33307485599994 18.346367417000067, -73.32708139099992 18.348772513000085, -73.32184470899995 18.346286924000083, -73.31635945999994 18.347006555000064, -73.31252966599993 18.344831337000073, -73.3072376149999 18.34222744500005, -73.3031051079999 18.341043203000083, -73.30151590499992 18.34585389600005, -73.30104438599994 18.347629606000055, -73.29837640399995 18.348581572000057, -73.29139238199991 18.345826635000037, -73.28476497999992 18.34147542900007, -73.28230953999991 18.339104146000068, -73.2816172659999 18.33448104200005))"
